,id,gps2id,start,duraion
8388,2220,1397,0,8
8389,2220,1496,11,4
8390,2220,1546,18,4
8391,2220,1496,23,3
8392,2221,1545,0,5
8393,2221,1495,8,6
8394,2221,1493,17,5
8395,2221,1495,23,5
8396,2222,1546,2,4
8397,2222,1547,9,6
8398,2222,1546,18,3
8399,2222,1547,22,1
8400,2223,1546,0,6
8401,2223,1397,9,4
8402,2223,1397,15,5
8403,2223,1545,21,2
8404,2224,1488,0,9
8405,2224,1539,10,3
8406,2224,1495,15,7
8407,2224,1445,23,4
8408,2225,1496,0,6
8409,2225,1544,7,6
8410,2225,1496,15,5
8411,2225,1497,22,1
8412,2226,1382,3,9
8413,2226,1331,13,3
8414,2226,1381,19,2
8415,2226,1331,22,2
8416,2227,1344,9,4
8417,2227,1031,16,4
8418,2227,1344,21,2
8419,2228,1497,0,2
8420,2228,1496,5,8
8421,2228,1497,16,7
8422,2229,1445,0,2
8423,2229,1346,3,7
8424,2229,1445,12,3
8425,2229,1344,18,3
8426,2229,1346,22,3
8427,2230,1496,0,8
8428,2230,1497,11,4
8429,2230,1496,18,6
8430,2231,856,0,8
8431,2231,755,11,4
8432,2231,1312,17,3
8433,2231,755,21,3
8434,2232,1210,1,5
8435,2232,407,7,2
8436,2232,1681,10,8
8437,2232,1333,19,2
8438,2232,1341,22,1
8439,2233,1446,0,6
8440,2233,1547,9,5
8441,2233,1446,17,5
8442,2233,1496,23,3
8443,2234,1496,0,8
8444,2234,1394,11,3
8445,2234,1496,17,7
8446,2235,1546,0,7
8447,2235,1495,10,4
8448,2235,1545,17,4
8449,2235,1497,22,1
8450,2236,1496,0,9
8451,2236,1288,12,3
8452,2236,1447,18,5
8453,2237,854,0,9
8454,2237,1007,10,3
8455,2237,656,15,5
8456,2237,805,21,2
8457,2238,1495,7,1
8458,2238,1396,11,3
8459,2238,1446,17,3
8460,2238,1396,21,2
8461,2239,1783,0,8
8462,2239,1180,9,4
8463,2239,1446,15,6
8464,2239,1496,22,1
8465,2240,1446,5,2
8466,2240,1496,10,6
8467,2240,1988,19,3
8468,2240,1695,23,2
8469,2241,658,0,8
8470,2241,1158,10,4
8471,2241,656,17,4
8472,2241,555,22,1
8473,2241,705,23,2
8474,2242,805,0,10
8475,2242,705,13,2
8476,2242,805,18,4
8477,2242,755,23,4
8478,2243,1496,0,11
8479,2243,1447,13,3
8480,2243,1496,19,5
8481,2244,1672,1,2
8482,2244,884,6,4
8483,2244,783,13,5
8484,2244,1393,19,3
8485,2244,1439,23,2
8486,2245,1446,8,2
8487,2245,1547,13,4
8488,2245,1446,20,4
8489,2246,806,0,1
8490,2246,756,4,7
8491,2246,1211,12,3
8492,2246,805,18,4
8493,2246,804,23,3
8494,2247,1497,0,9
8495,2247,1496,12,4
8496,2247,1497,19,3
8497,2247,1496,23,3
8498,2248,1546,1,1
8499,2248,1545,5,6
8500,2248,1544,14,11
8501,2249,1495,1,9
8502,2249,1446,12,3
8503,2249,1495,17,3
8504,2249,1496,21,2
8505,2250,1545,0,7
8506,2250,1496,10,5
8507,2250,1594,18,3
8508,2250,1545,22,1
8509,2251,1497,0,5
8510,2251,1344,8,5
8511,2251,1345,15,5
8512,2251,1497,21,2
8513,2252,856,0,8
8514,2252,855,11,4
8515,2252,757,18,3
8516,2252,755,22,2
8517,2253,531,6,5
8518,2253,481,14,7
8519,2253,531,22,1
8520,2254,1546,0,8
8521,2254,1547,11,3
8522,2254,1546,17,3
8523,2254,1547,21,2
8524,2255,1445,6,2
8525,2255,1446,11,3
8526,2255,1445,17,5
8527,2255,1497,22,1
8528,2255,1445,23,2
8529,2256,1547,0,3
8530,2256,1497,6,8
8531,2256,1547,17,4
8532,2256,1496,22,2
8533,2257,1345,0,5
8534,2257,1344,8,7
8535,2257,1496,18,5
8536,2258,1547,0,12
8537,2258,1498,12,3
8538,2258,1547,16,4
8539,2258,1497,22,1
8540,2259,1495,0,5
8541,2259,1496,7,6
8542,2259,1495,15,6
8543,2259,1496,22,3
8544,2260,1496,3,10
8545,2260,1497,16,4
8546,2260,1447,23,4
8547,2261,1497,0,9
8548,2261,1547,12,4
8549,2261,1497,19,4
8550,2262,1836,0,11
8551,2262,1496,14,3
8552,2262,1495,18,5
8553,2263,804,0,8
8554,2263,805,11,3
8555,2263,1547,15,6
8556,2263,1548,22,1
8557,2264,1578,0,7
8558,2264,1397,10,5
8559,2264,1546,17,7
8560,2265,1496,1,8
8561,2265,566,12,3
8562,2265,1578,17,4
8563,2265,1495,22,1
8564,2266,709,5,3
8565,2266,1680,11,2
8566,2266,1731,16,3
8567,2266,1333,20,3
8568,2267,1495,0,6
8569,2267,1496,8,6
8570,2267,1495,16,3
8571,2267,1497,22,2
8572,2268,1547,0,7
8573,2268,1496,10,5
8574,2268,1547,18,4
8575,2268,1497,23,3
8576,2269,1546,0,8
8577,2269,1496,11,4
8578,2269,1447,17,4
8579,2269,1546,22,1
8580,2270,1495,0,5
8581,2270,1497,8,5
8582,2270,1495,16,4
8583,2270,1445,22,2
8584,2271,1496,0,13
8585,2271,1544,14,2
8586,2271,1496,19,5
8587,2272,1546,0,7
8588,2272,1496,10,5
8589,2272,1546,18,4
8590,2272,1496,23,3
8591,2273,1496,0,6
8592,2273,1695,9,5
8593,2273,1745,15,4
8594,2273,1497,21,2
8595,2274,1446,0,10
8596,2274,1496,12,3
8597,2274,1495,17,4
8598,2274,1446,22,1
8599,2275,1547,0,8
8600,2275,1497,11,4
8601,2275,1694,18,4
8602,2275,1497,23,4
8603,2276,481,3,2
8604,2276,1336,8,4
8605,2276,1388,14,3
8606,2276,1281,18,4
8607,2276,1546,23,5
8608,2277,1446,1,3
8609,2277,1447,6,4
8610,2277,1446,11,10
8611,2277,1497,22,1
8612,2278,1496,0,16
8613,2278,1446,17,2
8614,2278,1545,22,4
8615,2279,1547,0,15
8616,2279,1497,18,2
8617,2279,1496,22,1
8618,2280,1547,1,6
8619,2280,1497,10,5
8620,2280,1446,18,5
8621,2281,805,0,9
8622,2281,855,12,3
8623,2281,854,17,3
8624,2281,805,22,1
8625,2282,1496,0,7
8626,2282,1497,10,4
8627,2282,1496,17,6
8628,2283,1394,0,5
8629,2283,1344,7,6
8630,2283,1394,15,6
8631,2283,1344,22,1
8632,2284,1344,1,4
8633,2284,1343,6,7
8634,2284,1495,16,3
8635,2284,1445,22,1
8636,2285,1446,0,7
8637,2285,1494,10,4
8638,2285,1446,17,5
8639,2285,1397,23,3
8640,2286,1344,0,1
8641,2286,1243,3,6
8642,2286,1344,12,3
8643,2286,1342,18,3
8644,2286,1394,22,3
8645,2287,1517,1,1
8646,2287,1518,5,6
8647,2287,1517,14,3
8648,2287,1518,20,4
8649,2288,1497,0,4
8650,2288,1446,7,7
8651,2288,1495,16,3
8652,2288,1446,21,2
8653,2289,1544,0,6
8654,2289,1440,8,5
8655,2289,1395,16,6
8656,2289,1495,23,3
8657,2290,804,0,7
8658,2290,705,10,3
8659,2290,905,16,6
8660,2290,805,22,1
8661,2291,755,5,5
8662,2291,705,13,2
8663,2291,804,18,4
8664,2291,805,23,4
8665,2292,1546,0,14
8666,2292,1497,17,2
8667,2292,1546,21,3
8668,2293,161,0,7
8669,2293,855,10,4
8670,2293,958,16,3
8671,2293,855,21,3
8672,2294,1497,0,13
8673,2294,1496,16,3
8674,2294,1497,22,2
8675,2295,804,0,11
8676,2295,755,14,3
8677,2295,804,19,4
8678,2296,1331,1,1
8679,2296,1430,3,6
8680,2296,981,12,3
8681,2296,982,15,7
8682,2296,1344,23,2
8683,2297,1443,0,12
8684,2297,1494,15,3
8685,2297,1442,21,4
8686,2298,1446,9,5
8687,2298,1346,17,2
8688,2298,887,20,3
8689,2299,1546,0,2
8690,2299,1497,3,8
8691,2299,1546,14,5
8692,2299,1396,21,2
8693,2300,805,0,8
8694,2300,804,11,3
8695,2300,905,16,4
8696,2300,855,22,3
8697,2301,854,1,4
8698,2301,805,8,4
8699,2301,804,14,6
8700,2301,755,21,2
8701,2302,1496,0,8
8702,2302,589,11,4
8703,2302,1496,18,5
8704,2303,1496,0,7
8705,2303,1497,10,5
8706,2303,1496,18,5
8707,2304,376,1,4
8708,2304,427,6,6
8709,2304,376,13,2
8710,2304,427,18,7
8711,2305,1544,0,2
8712,2305,1496,4,5
8713,2305,1544,12,3
8714,2305,1493,18,4
8715,2305,1494,23,3
8716,2306,1547,2,5
8717,2306,1497,10,4
8718,2306,1497,16,5
8719,2306,1547,22,1
8720,2307,1496,1,6
8721,2307,1397,10,4
8722,2307,1496,17,6
8723,2308,1546,0,16
8724,2308,1496,19,2
8725,2308,1546,22,1
8726,2309,590,0,5
8727,2309,639,8,3
8728,2309,590,12,5
8729,2309,640,18,3
8730,2309,1836,22,1
8731,2310,275,0,6
8732,2310,1345,9,7
8733,2310,934,19,5
8734,2311,1497,0,8
8735,2311,805,11,4
8736,2311,656,17,3
8737,2311,1007,21,2
8738,2312,1496,0,3
8739,2312,1335,6,7
8740,2312,1517,16,3
8741,2312,1518,20,2
8742,2312,1467,23,1
8743,2313,1335,0,2
8744,2313,2028,3,4
8745,2313,856,10,3
8746,2313,906,15,5
8747,2313,856,21,2
8748,2314,1495,0,7
8749,2314,1496,10,6
8750,2314,884,19,3
8751,2314,1446,23,2
8752,2315,1573,0,16
8753,2315,1523,17,2
8754,2315,1573,20,4
8755,2316,1496,0,9
8756,2316,1347,12,3
8757,2316,1397,18,4
8758,2316,1447,23,2
8759,2317,1548,1,8
8760,2317,1547,12,3
8761,2317,1548,18,4
8762,2317,1547,23,4
8763,2318,1446,5,10
8764,2318,1446,16,3
8765,2318,1546,21,3
8766,2319,1885,0,9
8767,2319,1447,12,2
8768,2319,1496,15,5
8769,2319,1546,21,2
8770,2320,805,0,6
8771,2320,642,9,3
8772,2320,1344,15,3
8773,2320,1496,21,2
8774,2321,804,0,15
8775,2321,1008,17,2
8776,2321,1578,20,3
8777,2322,855,0,9
8778,2322,854,11,4
8779,2322,855,18,4
8780,2322,806,23,3
8781,2323,1496,0,9
8782,2323,1546,12,3
8783,2323,1496,18,4
8784,2323,1547,23,3
8785,2324,804,0,7
8786,2324,805,10,4
8787,2324,705,17,7
8788,2325,1496,1,3
8789,2325,1446,7,5
8790,2325,1496,14,9
8791,2326,1781,0,8
8792,2326,1782,11,3
8793,2326,890,16,4
8794,2326,1464,21,2
8795,2327,1546,0,5
8796,2327,1447,8,4
8797,2327,1546,15,4
8798,2327,1496,22,4
8799,2328,1396,0,8
8800,2328,1397,10,4
8801,2328,1495,17,6
8802,2329,755,0,7
8803,2329,704,10,3
8804,2329,755,16,3
8805,2329,756,20,2
8806,2329,656,23,3
8807,2330,1578,0,7
8808,2330,1518,10,4
8809,2330,1517,16,4
8810,2330,1518,21,2
8811,2331,1496,0,3
8812,2331,1495,4,7
8813,2331,1446,13,5
8814,2331,1496,20,2
8815,2331,1447,23,4
8816,2332,1518,2,5
8817,2332,1517,10,3
8818,2332,1518,16,9
8819,2333,1394,2,3
8820,2333,1393,8,6
8821,2333,1394,16,3
8822,2333,1073,21,2
8823,2334,1496,1,5
8824,2334,1446,8,4
8825,2334,1493,15,7
8826,2334,1496,23,2
8827,2335,1496,0,7
8828,2335,1495,10,4
8829,2335,1496,16,6
8830,2335,1495,23,2
8831,2336,1496,0,9
8832,2336,1546,12,3
8833,2336,1546,17,4
8834,2336,1547,22,1
8835,2337,1496,0,2
8836,2337,1496,3,8
8837,2337,1495,12,6
8838,2337,1545,21,3
8839,2338,1496,0,9
8840,2338,1440,11,2
8841,2338,1695,14,4
8842,2338,1447,19,2
8843,2338,1547,22,1
8844,2339,1496,0,9
8845,2339,1493,12,3
8846,2339,1346,18,3
8847,2339,1497,21,2
8848,2340,1496,0,9
8849,2340,1397,12,3
8850,2340,1496,18,6
8851,2341,1496,0,8
8852,2341,1446,10,4
8853,2341,1496,16,5
8854,2341,1446,22,2
8855,2342,1496,1,12
8856,2342,1547,16,3
8857,2342,1496,20,3
8858,2343,804,0,7
8859,2343,804,9,4
8860,2343,1547,15,7
8861,2343,1344,23,3
8862,2344,1447,2,4
8863,2344,1397,9,5
8864,2344,1497,17,6
8865,2345,1496,0,10
8866,2345,1497,13,3
8867,2345,1496,19,5
8868,2346,1544,0,13
8869,2346,1496,15,3
8870,2346,1494,21,2
8871,2347,1546,0,7
8872,2347,1447,10,4
8873,2347,1546,17,4
8874,2347,1496,22,1
8875,2348,1547,0,7
8876,2348,1548,10,4
8877,2348,1547,17,3
8878,2348,1497,21,2
8879,2349,854,0,7
8880,2349,854,8,3
8881,2349,804,14,6
8882,2349,854,22,2
8883,2350,942,0,8
8884,2350,583,10,3
8885,2350,384,14,5
8886,2350,383,21,2
8887,2351,1495,7,9
8888,2351,1445,18,2
8889,2351,1447,21,2
8890,2352,1546,0,15
8891,2352,1545,18,2
8892,2352,1546,21,2
8893,2353,1495,1,7
8894,2353,1445,11,4
8895,2353,1495,18,2
8896,2353,1445,21,2
8897,2354,1496,0,13
8898,2354,1497,16,3
8899,2354,1496,22,2
8900,2355,1397,0,6
8901,2355,1496,9,4
8902,2355,1397,16,4
8903,2355,1191,21,1
8904,2355,804,23,2
8905,2356,1397,0,10
8906,2356,1446,13,3
8907,2356,1497,19,3
8908,2356,1447,23,3
8909,2357,1496,0,6
8910,2357,1446,8,6
8911,2357,1496,17,6
8912,2358,1497,0,7
8913,2358,1496,10,6
8914,2358,1497,19,4
8915,2359,1496,0,11
8916,2359,994,14,3
8917,2359,1496,19,5
8918,2360,1495,1,8
8919,2360,1496,11,4
8920,2360,1446,18,3
8921,2360,1496,22,1
8922,2361,1495,0,7
8923,2361,1496,10,5
8924,2361,1445,18,3
8925,2361,1495,22,2
8926,2362,1446,0,7
8927,2362,1789,10,6
8928,2362,1626,19,4
8929,2363,1058,0,10
8930,2363,805,13,3
8931,2363,982,19,4
8932,2363,981,23,1
8933,2364,1546,0,6
8934,2364,1446,9,5
8935,2364,1447,15,3
8936,2364,1547,20,2
8937,2364,1497,23,5
8938,2365,1496,0,8
8939,2365,1446,10,4
8940,2365,1496,16,5
8941,2365,1446,22,1
8942,2366,662,0,7
8943,2366,1578,10,3
8944,2366,854,14,10
8945,2367,1547,9,2
8946,2367,1544,12,4
8947,2367,1547,18,2
8948,2367,1496,21,2
8949,2368,1444,0,6
8950,2368,1346,9,5
8951,2368,1495,17,2
8952,2368,1446,21,3
8953,2369,1045,10,8
8954,2369,806,19,2
8955,2369,805,22,1
8956,2370,1345,0,7
8957,2370,1496,10,5
8958,2370,1447,18,5
8959,2371,1547,0,5
8960,2371,1497,8,5
8961,2371,1447,16,3
8962,2371,1446,20,2
8963,2371,1496,23,3
8964,2372,2040,0,6
8965,2372,1191,9,3
8966,2372,1466,15,2
8967,2372,1515,18,2
8968,2372,1446,21,1
8969,2372,1495,23,5
8970,2373,1497,0,10
8971,2373,1345,13,3
8972,2373,1397,18,4
8973,2373,1446,23,5
8974,2374,1595,0,6
8975,2374,1646,8,7
8976,2374,590,18,3
8977,2374,1035,22,1
8978,2375,1496,0,10
8979,2375,1446,12,3
8980,2375,1496,18,5
8981,2376,1594,0,13
8982,2376,1544,14,3
8983,2376,1594,19,6
8984,2377,1496,1,8
8985,2377,1546,12,3
8986,2377,1446,18,5
8987,2378,1534,1,4
8988,2378,1837,8,3
8989,2378,1680,13,4
8990,2378,982,18,4
8991,2378,1031,23,4
8992,2379,1444,1,6
8993,2379,1546,10,3
8994,2379,1396,15,5
8995,2379,1497,21,2
8996,2380,705,0,19
8997,2380,804,20,2
8998,2380,705,23,5
8999,2381,1345,0,5
9000,2381,1344,8,6
9001,2381,1345,17,5
9002,2381,1344,23,3
9003,2382,1546,3,8
9004,2382,1497,14,3
9005,2382,1496,20,3
9006,2383,1545,0,6
9007,2383,1544,9,5
9008,2383,1545,17,4
9009,2383,1544,22,2
9010,2384,1496,0,5
9011,2384,1446,8,5
9012,2384,1496,15,6
9013,2384,1497,22,1
9014,2385,1345,6,1
9015,2385,1344,10,6
9016,2385,1345,19,3
9017,2385,1344,23,3
9018,2386,1496,0,7
9019,2386,1446,9,4
9020,2386,1496,15,5
9021,2386,1495,21,2
9022,2387,804,0,8
9023,2387,1208,11,2
9024,2387,804,16,5
9025,2387,904,22,2
9026,2388,755,0,11
9027,2388,656,12,2
9028,2388,804,17,5
9029,2388,755,23,3
9030,2389,805,0,8
9031,2389,1446,11,3
9032,2389,1594,16,5
9033,2389,1446,21,2
9034,2390,805,1,5
9035,2390,755,9,4
9036,2390,805,15,6
9037,2390,804,22,1
9038,2391,1496,10,1
9039,2391,1497,14,5
9040,2391,1496,22,2
9041,2392,1496,8,4
9042,2392,1497,15,3
9043,2392,1496,21,4
9044,2393,855,1,6
9045,2393,804,10,5
9046,2393,855,18,3
9047,2393,1543,22,2
9048,2394,1445,2,6
9049,2394,1495,11,3
9050,2394,1241,17,4
9051,2394,887,22,1
9052,2395,1496,10,3
9053,2395,1497,16,4
9054,2395,1496,23,5
9055,2396,1447,0,11
9056,2396,1496,13,2
9057,2396,1546,18,3
9058,2396,1396,22,2
9059,2397,1497,0,8
9060,2397,1546,11,4
9061,2397,1496,18,4
9062,2397,1546,23,3
9063,2398,804,3,6
9064,2398,806,12,3
9065,2398,804,18,4
9066,2398,265,23,3
9067,2399,1546,0,6
9068,2399,1547,9,5
9069,2399,1545,17,4
9070,2399,1546,22,1
9071,2400,530,0,2
9072,2400,531,5,4
9073,2400,481,12,13
9074,2401,1546,0,8
9075,2401,1545,11,3
9076,2401,1546,17,4
9077,2401,1545,22,1
9078,2402,1494,1,6
9079,2402,1493,10,3
9080,2402,1494,15,4
9081,2402,1446,22,1
9082,2403,1446,0,10
9083,2403,1496,12,3
9084,2403,1836,18,5
9085,2404,1496,0,6
9086,2404,1446,8,6
9087,2404,1497,17,5
9088,2404,1446,23,5
9089,2405,805,0,7
9090,2405,556,10,3
9091,2405,804,15,6
9092,2405,806,22,2
9093,2406,986,1,10
9094,2406,935,12,2
9095,2406,611,17,4
9096,2406,590,22,1
9097,2407,1546,0,11
9098,2407,1547,14,3
9099,2407,1546,20,5
9100,2408,805,0,8
9101,2408,904,11,3
9102,2408,855,17,4
9103,2408,854,22,1
9104,2409,1446,0,10
9105,2409,1496,12,3
9106,2409,1143,18,5
9107,2410,1495,0,7
9108,2410,1497,10,5
9109,2410,1495,18,4
9110,2410,1383,23,7
9111,2411,1544,0,6
9112,2411,1543,9,5
9113,2411,1495,17,4
9114,2411,1442,22,1
9115,2412,1397,5,3
9116,2412,1546,11,5
9117,2412,1545,19,4
9118,2413,1496,0,8
9119,2413,1787,11,4
9120,2413,1496,18,6
9121,2414,855,1,8
9122,2414,905,12,3
9123,2414,855,18,5
9124,2415,1495,0,5
9125,2415,1445,8,6
9126,2415,1495,17,3
9127,2415,1445,21,2
9128,2416,1496,0,12
9129,2416,1497,15,3
9130,2416,1496,20,4
9131,2417,855,0,8
9132,2417,804,11,4
9133,2417,855,18,3
9134,2417,555,22,1
9135,2418,1548,0,8
9136,2418,1543,11,3
9137,2418,1497,16,8
9138,2419,1497,2,6
9139,2419,1495,11,4
9140,2419,1497,18,3
9141,2419,1496,22,2
9142,2420,1546,0,7
9143,2420,1496,10,5
9144,2420,1546,18,4
9145,2420,1545,23,3
9146,2421,1644,0,13
9147,2421,1694,16,2
9148,2421,1695,20,4
9149,2422,1443,0,5
9150,2422,1494,8,8
9151,2422,1443,19,7
9152,2423,531,0,5
9153,2423,481,8,7
9154,2423,755,18,3
9155,2423,433,22,1
9156,2424,1496,0,7
9157,2424,1546,10,4
9158,2424,1396,17,6
9159,2425,1545,0,6
9160,2425,1544,9,5
9161,2425,1545,17,3
9162,2425,1544,21,2
9163,2426,1496,2,3
9164,2426,180,8,6
9165,2426,178,17,4
9166,2426,180,22,1
9167,2427,1446,0,6
9168,2427,1445,9,6
9169,2427,1496,18,5
9170,2428,1445,8,1
9171,2428,1444,12,3
9172,2428,1445,18,3
9173,2428,1008,22,2
9174,2429,1497,2,1
9175,2429,1496,6,6
9176,2429,1497,15,3
9177,2429,1496,21,3
9178,2430,1496,0,14
9179,2430,1446,16,3
9180,2430,1496,20,4
9181,2431,1445,1,11
9182,2431,1446,15,3
9183,2431,1396,20,2
9184,2431,1446,23,3
9185,2432,1496,1,6
9186,2432,1345,10,5
9187,2432,1497,18,6
9188,2433,1496,0,9
9189,2433,1497,12,3
9190,2433,1496,18,5
9191,2434,316,2,1
9192,2434,1833,6,10
9193,2434,1495,19,2
9194,2434,1496,22,1
9195,2435,1447,10,3
9196,2435,1446,14,2
9197,2435,1497,19,4
9198,2436,1496,1,11
9199,2436,1497,15,3
9200,2436,1496,21,3
9201,2437,1497,1,3
9202,2437,1496,7,6
9203,2437,1497,16,5
9204,2437,1496,22,1
9205,2438,1496,1,10
9206,2438,1497,14,3
9207,2438,1496,20,4
9208,2439,1211,0,12
9209,2439,1544,14,3
9210,2439,1496,18,8
9211,2440,804,0,8
9212,2440,805,11,3
9213,2440,804,17,7
9214,2441,1496,0,9
9215,2441,993,12,3
9216,2441,1837,18,4
9217,2441,1836,23,2
9218,2442,1496,0,7
9219,2442,1546,10,4
9220,2442,1546,16,6
9221,2442,1497,23,3
9222,2443,1496,7,4
9223,2443,1546,14,4
9224,2443,1496,21,2
9225,2444,1496,0,13
9226,2444,1496,14,3
9227,2444,1496,18,4
9228,2444,1546,23,4
9229,2445,1496,0,11
9230,2445,1495,13,3
9231,2445,1496,18,4
9232,2445,1495,23,4
9233,2446,855,0,7
9234,2446,804,10,7
9235,2446,854,20,3
9236,2447,856,0,7
9237,2447,1159,10,3
9238,2447,1416,16,3
9239,2447,1362,21,2
9240,2448,1495,7,1
9241,2448,556,11,2
9242,2448,1497,16,3
9243,2448,1446,22,2
9244,2449,1497,1,7
9245,2449,1595,11,4
9246,2449,1497,18,5
9247,2450,804,0,9
9248,2450,854,12,3
9249,2450,1108,17,4
9250,2450,805,22,1
9251,2451,1547,0,8
9252,2451,1295,11,3
9253,2451,1496,17,4
9254,2451,1446,22,1
9255,2452,1497,6,1
9256,2452,1446,10,4
9257,2452,1445,17,3
9258,2452,1496,21,4
9259,2453,1397,0,9
9260,2453,1497,12,3
9261,2453,1397,18,4
9262,2453,1447,23,3
9263,2454,1547,1,9
9264,2454,1546,13,2
9265,2454,1497,18,4
9266,2454,1447,23,2
9267,2455,1517,1,1
9268,2455,1518,5,6
9269,2455,1517,14,3
9270,2455,1518,20,4
9271,2456,1496,0,10
9272,2456,1394,13,3
9273,2456,856,19,5
9274,2457,1446,0,1
9275,2457,1396,4,6
9276,2457,1446,13,5
9277,2457,1447,19,2
9278,2457,1446,21,1
9279,2457,1447,22,1
9280,2457,1446,23,3
9281,2458,1270,0,5
9282,2458,1169,7,2
9283,2458,1270,10,10
9284,2458,1220,21,2
9285,2459,1331,0,1
9286,2459,1381,4,7
9287,2459,1331,12,6
9288,2459,1434,21,2
9289,2460,656,0,2
9290,2460,705,5,7
9291,2460,656,13,6
9292,2460,704,20,2
9293,2460,656,23,2
9294,2461,1494,1,8
9295,2461,1544,12,2
9296,2461,1547,16,5
9297,2461,1497,22,1
9298,2462,1496,0,7
9299,2462,1497,10,5
9300,2462,1496,18,5
9301,2463,1545,1,4
9302,2463,1644,8,5
9303,2463,1594,16,6
9304,2463,1545,23,3
9305,2464,1497,0,7
9306,2464,1496,10,6
9307,2464,1497,19,4
9308,2465,1344,0,5
9309,2465,1345,8,5
9310,2465,1344,16,4
9311,2465,1345,21,2
9312,2466,1446,1,5
9313,2466,566,9,4
9314,2466,834,14,10
9315,2467,523,0,4
9316,2467,373,6,9
9317,2467,523,16,4
9318,2467,373,21,3
9319,2468,1544,2,2
9320,2468,1547,5,3
9321,2468,1546,11,6
9322,2468,1496,20,2
9323,2468,1446,23,3
9324,2469,855,0,7
9325,2469,706,10,4
9326,2469,855,17,6
9327,2470,1396,1,5
9328,2470,1446,9,6
9329,2470,1396,18,3
9330,2470,1497,22,1
9331,2471,1494,1,16
9332,2471,1493,18,1
9333,2471,1494,21,2
9334,2472,1545,0,6
9335,2472,1497,9,5
9336,2472,1496,17,5
9337,2472,1497,23,4
9338,2473,1496,0,7
9339,2473,1546,10,4
9340,2473,1496,17,7
9341,2474,1344,0,9
9342,2474,1245,12,2
9343,2474,1344,17,6
9344,2475,1345,0,6
9345,2475,1346,9,6
9346,2475,1193,18,3
9347,2475,1346,22,1
9348,2476,1496,0,9
9349,2476,1396,12,3
9350,2476,1497,18,4
9351,2476,1495,23,5
9352,2477,1634,0,7
9353,2477,1635,10,3
9354,2477,1634,15,7
9355,2477,1635,23,3
9356,2478,1496,1,5
9357,2478,1495,8,4
9358,2478,1578,15,7
9359,2478,1497,22,1
9360,2479,855,9,8
9361,2479,606,18,2
9362,2479,555,20,1
9363,2479,855,22,2
9364,2480,1495,0,7
9365,2480,1496,10,6
9366,2480,1495,18,4
9367,2480,1496,23,4
9368,2481,1495,2,5
9369,2481,1496,9,4
9370,2481,1495,15,3
9371,2481,1496,20,3
9372,2482,1344,0,3
9373,2482,1345,6,7
9374,2482,1344,16,3
9375,2482,1345,21,2
9376,2483,1345,10,2
9377,2483,1344,15,4
9378,2483,1345,21,2
9379,2484,1545,4,3
9380,2484,1447,10,7
9381,2484,1497,20,2
9382,2484,1496,23,3
9383,2485,1007,0,16
9384,2485,804,19,2
9385,2485,755,22,3
9386,2486,1446,3,4
9387,2486,1447,8,4
9388,2486,1446,14,4
9389,2486,1396,20,3
9390,2487,1393,0,6
9391,2487,1225,7,3
9392,2487,1325,12,12
9393,2488,856,0,7
9394,2488,855,10,6
9395,2488,856,19,3
9396,2488,906,23,2
9397,2489,377,0,6
9398,2489,378,8,4
9399,2489,427,14,10
9400,2490,1644,2,9
9401,2490,1594,14,4
9402,2490,1644,21,4
9403,2491,1545,0,10
9404,2491,1445,12,3
9405,2491,1496,18,3
9406,2491,1547,22,1
9407,2492,1546,2,12
9408,2492,1446,17,3
9409,2492,1546,21,2
9410,2493,1496,0,6
9411,2493,1586,9,4
9412,2493,943,14,7
9413,2493,1546,22,1
9414,2494,804,0,7
9415,2494,212,10,3
9416,2494,804,14,6
9417,2494,805,21,3
9418,2495,855,0,13
9419,2495,755,16,2
9420,2495,804,20,2
9421,2495,755,23,2
9422,2496,1547,0,8
9423,2496,1496,11,4
9424,2496,1546,18,3
9425,2496,1496,22,1
9426,2497,854,0,5
9427,2497,855,8,8
9428,2497,854,19,3
9429,2497,855,23,3
9430,2498,1343,2,2
9431,2498,1344,5,8
9432,2498,1345,16,3
9433,2498,1344,20,3
9434,2499,1496,0,7
9435,2499,1396,10,4
9436,2499,1496,17,6
9437,2500,1546,0,3
9438,2500,904,6,13
9439,2500,1465,20,2
9440,2500,1546,23,2
9441,2501,1496,0,2
9442,2501,1539,4,7
9443,2501,1446,13,7
9444,2501,1447,20,1
9445,2501,1446,21,2
9446,2502,855,0,7
9447,2502,805,10,5
9448,2502,806,18,5
9449,2503,805,0,13
9450,2503,705,16,2
9451,2503,955,19,5
9452,2504,1496,0,6
9453,2504,1546,9,5
9454,2504,1494,17,3
9455,2504,1496,21,2
9456,2505,1497,4,2
9457,2505,1445,8,6
9458,2505,1497,16,3
9459,2505,1397,22,2
9460,2506,804,1,4
9461,2506,805,7,5
9462,2506,804,15,7
9463,2506,805,23,5
9464,2507,1497,0,14
9465,2507,1546,17,2
9466,2507,1446,22,2
9467,2508,1496,0,13
9468,2508,1340,16,2
9469,2508,1496,20,3
9470,2509,1497,3,10
9471,2509,1496,16,4
9472,2509,1546,21,2
9473,2510,1489,3,2
9474,2510,1489,6,4
9475,2510,1490,12,6
9476,2510,1489,20,2
9477,2510,1490,23,3
9478,2511,1837,2,8
9479,2511,1734,13,3
9480,2511,1497,19,5
